Open,Close.Last
15510.91,15686.92
15117.63,15225.15
15428.71,15085.47
15181.82,15381.32
15752.27,15254.05
15716.5,15537.69
15719.42,15782.83
15664.38,15491.66
15677.88,15845.23
15809.5,15775.14
16120.92,15854.76
16042.16,16057.44
15973.39,15993.71
15973.62,15921.57
15840.32,15973.86
15894.82,15853.85
15752.62,15860.96
15752.08,15704.28
15753.84,15622.71
16024.13,15886.54
15995.72,15982.36
16003.56,15971.59
15849.74,15940.31
15658.52,15811.58
15583.98,15649.6
15541.26,15595.92
15323.29,15498.39
15304.74,15448.12
15276,15235.84
15317.5,15235.71
15165.52,15226.71
15158.06,15090.2
15104.8,15215.7
15160,15121.68
15073.13,15129.09
14839.74,15021.81
14891.24,14897.34
14717.5,14823.43
14537.17,14571.64
14539.09,14465.92
14540.08,14486.2
14694.72,14579.54
14631.8,14654.02
14289.45,14501.91
14312.86,14433.83
14493.12,14255.48
14494.93,14566.7
14582.6,14448.58
14614.88,14512.44
14787.21,14546.68
14954.18,14969.97
14961.61,15047.7
14960,15052.24
14800.59,14896.85
14803.36,14746.4
14758.14,14713.9
15163.35,15043.97
15120.09,15181.92
15071.34,15161.53
15168.45,15037.76
15211.43,15105.58
15332.92,15115.49
15296.06,15248.25
15360.35,15286.64
15375.98,15374.33
15313.41,15363.52
15358.47,15331.18
15308.98,15309.38
15262.88,15259.24
15165.94,15265.89
14969.77,15129.5
15025.17,14945.81
15039.03,15041.86
14978.14,15019.8
14776.98,14942.65
14571.53,14714.66
14423.16,14541.79
14636.24,14525.91
14670.56,14656.18
14771.53,14793.76
14825.07,14822.9
14751.36,14816.26
14834.38,14765.14
14887.74,14788.09
14855.76,14860.18
14864.22,14835.76
14794.08,14895.12
14747.21,14780.53
14713.99,14761.29
14672.68,14681.07
14615.85,14672.68
14771.17,14778.26
14783.54,14762.58
14807.95,14660.58
14821.03,14840.71
14753.06,14836.99
14652.72,14684.6
14508.75,14631.95
14330.46,14498.88
14235.98,14274.98
14597.51,14427.24
14635.78,14543.13
14780.9,14644.95
14715.13,14677.65
14743.86,14733.24
14661.42,14701.92
14409.2,14559.78
14753.41,14665.06
14661.55,14663.64
14582.98,14639.33
14493.69,14522.38
14509.85,14503.95
14509.19,14528.33
14417.81,14500.51
14400.81,14360.39
14357.27,14369.71
14263.38,14271.73
14138.29,14253.27
14047.42,14141.48
14096.93,14030.38
13999.13,14161.35
14085.55,14039.68
14166.64,14072.86
14083.47,14174.14
14030.85,14069.42
13933.88,14020.33
13980.23,13911.75
13946.32,13924.91
13802.82,13881.72
13697.25,13814.49
13655.75,13614.51
13743.24,13756.33
13829.06,13736.48
13792.05,13748.74
13742.58,13736.28
13693.94,13738
13721.54,13657.17
13661.17,13661.17
13616.19,13470.99
13356.63,13535.74
13078.19,13299.74
13416.9,13303.64
13368.8,13379.05
13255.65,13379.05
13150.94,13124.99
13215.49,13031.68
13363.99,13389.43
